256	0.000405207311906183	5.66566863061609e-05	0.000125302258298418
251	0.000559585538434094	3.74517631520645e-05	0.000170917754694241
258	0.000284198729025655	7.81461959591358e-05	0.000206068868696495
267	0.000483406478878775	6.20919546722595e-05	0.000101432467284448
260	0.000399159962632111	8.51413164114262e-05	0.000278800222629054
261	0.000257117497255883	8.10513381028998e-05	0.000249851721210547
259	0.000510534466591227	6.58101181880286e-05	0.000192703676736234
266	0.000604078080159203	4.95760863413059e-05	9.55077845038974e-05
250	0.00020148237590774	4.65878343668318e-05	5.73485640840061e-05
257	0.000394959218998168	6.50027841806865e-05	0.000198705951655757
244	0.000279973648887387	6.49718933101337e-05	6.5801016678124e-05
245	0.000302138148429283	2.26146957082319e-05	6.55208263294309e-05
252	0.000220649430708635	4.12222375036116e-05	0.000157184127416271
255	0.000186604075740265	9.75316680119184e-06	2.99974722934091e-05
263	0.000370397250082673	9.62833759715655e-05	0.00015230202924466
264	0.000232236937850764	6.02046961901909e-05	0.000198691348612627
265	0.00049551860760158	5.54389513440839e-05	9.63974876855224e-05
262	0.000310343636057453	7.80832003331438e-05	0.000121418802851108
254	0.000172948494743858	3.92086292141866e-05	0.00010259827127153
253	0.000162210784488204	2.55931381408078e-05	0.000112629405080085
249	0.000413871556520519	3.65030317560494e-05	0.000225781125503821
247	0.0003637521627248	1.76517258364066e-05	7.26442953104259e-05
246	0.000449621892186468	2.57226437620501e-05	4.12125353182673e-05
248	0.000485560141757669	6.41478683655833e-05	0.000238800554145682
